X,Y,FID,Service_Da,Address,Tow_Reason,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg
-93.224508000443848,44.987313999641401,300,04/17/2018 02:22pm,"925 20th Ave Se,Minneapolis,MN",Snow Emergency,44.987314,-93.224508,2,University,Como,4,3,Howe
-93.292217999560989,45.028859999989038,301,04/17/2018 02:30pm,"4035 Colfax Ave n ,Minneapolis,MN",Snow Emergency,45.02886,-93.292218,4,Camden,Webber - Camden,1,3,Howe
-93.218105000145599,44.985061000065166,302,04/17/2018 02:38pm,"847 25th ave se,Minneapolis,MN",Snow Emergency,44.985061,-93.218105,2,University,Como,4,3,Howe
-93.293381000133024,45.015947999900334,303,04/17/2018 02:38pm,"3331 dupont Ave n ,Minneapolis,MN",Snow Emergency,45.015948,-93.293381,4,Camden,Folwell,1,3,Howe
-93.228976999688769,44.986375000405978,304,04/17/2018 02:42pm,"955 17th ave se,Minneapolis,MN",Snow Emergency,44.986375,-93.228977,2,University,Como,4,3,Howe
-93.225266000325632,44.968595999805586,305,04/17/2018 02:42pm,"907 Dartmouth st se,Minneapolis,MN",Snow Emergency,44.968596,-93.225266,2,University,Prospect Park - East River Road,4,3,Howe
-93.224465000259499,44.968149999922609,306,04/17/2018 02:44pm,"929 Dartmouth Avenue ,Minneapolis,MN",Snow Emergency,44.96815,-93.224465,2,University,Prospect Park - East River Road,4,3,Howe
-93.309745000231544,44.997458999833036,307,04/17/2018 02:45pm,"1713 queen ave n ,Minneapolis,MN",Snow Emergency,44.997459,-93.309745,5,Near North,Willard - Hay,1,3,Howe
-93.225331999771925,44.968650999643955,308,04/17/2018 02:45pm,"905 Dartmouth st se ,Minneapolis,MN",Snow Emergency,44.968651,-93.225332,2,University,Prospect Park - East River Road,4,3,Howe
-93.213950000092382,44.935716999839713,309,04/17/2018 02:46pm,"4107 37th. St e,Minneapolis,MN",Snow Emergency,44.935717,-93.21395,12,Longfellow,Howe,6,3,Howe
-93.291536999632797,44.956811000427351,310,04/17/2018 02:47pm,"2515 colfax ave s,Minneapolis,MN",Snow Emergency,44.956811,-93.291537,10,Calhoun Isle,Lowry Hill East,3,3,Howe
-93.221312999695144,44.946827999612537,311,04/17/2018 02:48pm,"3527 31st Street East,Minneapolis,MN",Snow Emergency,44.946828,-93.221313,2,Longfellow,Longfellow,6,3,Howe
-93.220217000414209,44.966250999584005,312,04/17/2018 02:49pm,"1327 Yale ave se,Minneapolis,MN",Snow Emergency,44.966251,-93.220217,2,University,Prospect Park - East River Road,4,3,Howe
-93.309844000300359,44.990673999905191,313,04/17/2018 02:50pm,"1235 Queen Ave N,Minneapolis,MN",Snow Emergency,44.990674,-93.309844,5,Near North,Willard - Hay,1,3,Howe
-93.292925999835006,44.940703999589964,314,04/17/2018 02:56pm,"3415 Dupont ave s,Minneapolis,MN",Snow Emergency,44.940704,-93.292926,10,Calhoun Isle,CARAG,5,3,Howe
-93.245251000133521,45.012275999637723,315,04/17/2018 02:58pm,"2403 Polk st ne,Minneapolis,MN",Snow Emergency,45.012276,-93.245251,1,Northeast,Windom Park,2,3,Howe
-93.224178999661078,44.928722000120274,316,04/17/2018 03:00pm,"3301 41st st,Minneapolis,MN",Snow Emergency,44.928722,-93.224179,12,Longfellow,Hiawatha,6,3,Howe
-93.208629000228143,44.924391000044693,317,04/17/2018 03:02pm,"4325 45th ave,Minneapolis,MN",Snow Emergency,44.924391,-93.208629,12,Longfellow,Hiawatha,6,3,Howe
-93.289036000311114,44.962043999830762,318,04/17/2018 03:09pm,"2015 ALDRICH AVE S,Minneapolis,MN",Snow Emergency,44.962044,-93.289036,10,Calhoun Isle,Lowry Hill East,3,3,Howe
-93.289000999596396,44.961917000269416,319,04/17/2018 03:11pm,"2017 ALDRICH AVE S,Minneapolis,MN",Snow Emergency,44.961917,-93.289001,10,Calhoun Isle,Lowry Hill East,3,3,Howe
-93.298460999675342,44.983223999887748,320,04/17/2018 03:13pm,"513 Humboldt av n,Minneapolis,MN",Snow Emergency,44.983224,-93.298461,5,Near North,Harrison,3,3,Howe
-93.309849999677681,44.998146000037927,321,04/17/2018 03:16pm,"1815 queen Ave n ,Minneapolis,MN",Snow Emergency,44.998146,-93.30985,5,Near North,Willard - Hay,1,3,Howe
-93.309743000139292,44.997787999716479,322,04/17/2018 03:23pm,"1801 Queen Ave N,Minneapolis,MN",Snow Emergency,44.997788,-93.309743,5,Near North,Willard - Hay,1,3,Howe
-93.290287999591499,45.000239000329657,323,04/17/2018 03:25pm,"817 21st ave n ,Minneapolis,MN",Snow Emergency,45.000239,-93.290288,5,Near North,Hawthorne,1,3,Howe
-93.307305000125609,44.997866999762266,324,04/17/2018 03:28pm,"1811 Oliver ave n ,Minneapolis,MN",Snow Emergency,44.997867,-93.307305,5,Near North,Willard - Hay,1,3,Howe
-93.229457000240359,44.98971099956303,325,04/17/2018 03:25pm,"1601 Talmage Ave Se,Minneapolis,MN",Snow Emergency,44.989711,-93.229457,1,University,Como,4,3,Howe
-93.23104999995752,44.990775000066257,326,04/17/2018 03:29pm,"1099 15th Ave Se,Minneapolis,MN",Snow Emergency,44.990775,-93.23105,1,University,Como,4,3,Howe
-93.224917000419225,44.968125999715127,327,04/17/2018 03:31pm,"913 Dartmouth Avenue ,Minneapolis,MN",Snow Emergency,44.968126,-93.224917,2,University,Prospect Park - East River Road,4,3,Howe
-93.220292000275549,44.966250000437235,328,04/17/2018 03:34pm,"1321 Yale ave se,Minneapolis,MN",Snow Emergency,44.96625,-93.220292,2,University,Prospect Park - East River Road,4,3,Howe
-93.261015000441887,44.941095999680662,329,04/17/2018 03:35pm,"3405 Elliott Ave s,Minneapolis,MN",Snow Emergency,44.941096,-93.261015,9,Powderhorn,Powderhorn Park,6,3,Howe
-93.285380999933182,44.935116000003461,330,04/17/2018 03:40pm,"3723 HARRIET AVE S,Minneapolis,MN",Snow Emergency,44.935116,-93.285381,8,Southwest,King Field,5,3,Howe
-93.225310999702856,44.968648999551746,331,04/17/2018 03:46pm,"659 Ontario st se,Minneapolis,MN",Snow Emergency,44.968649,-93.225311,2,University,Prospect Park - East River Road,4,3,Howe
-93.291362999702642,44.995048000165127,332,04/17/2018 03:47pm,"919 16th Ave N,Minneapolis,MN",Snow Emergency,44.995048,-93.291363,5,Near North,Near - North,1,3,Howe
-93.224703999589849,44.968162999622791,333,04/17/2018 03:46pm,"921 Darthmouth Ave,Minneapolis,MN",Snow Emergency,44.968163,-93.224704,2,University,Prospect Park - East River Road,4,3,Howe
-93.225310999702856,44.968664000243443,334,04/17/2018 03:49pm,"657 Ontario st se,Minneapolis,MN",Snow Emergency,44.968664,-93.225311,2,University,Prospect Park - East River Road,4,3,Howe
-93.28904599987294,44.961787999716471,335,04/17/2018 03:58pm,"2019 ALDRICH AVE S,Minneapolis,MN",Snow Emergency,44.961788,-93.289046,10,Calhoun Isle,Lowry Hill East,3,3,Howe
-93.226294000068037,44.898880999958237,336,04/17/2018 03:56pm,"5745 Bossen Terr,Minneapolis,MN",Snow Emergency,44.898881,-93.226294,11,Nokomis,Wenonah,6,3,Howe
-93.288984999757872,44.96067799978993,337,04/17/2018 04:03pm,"2203 ALDRICH AVE S,Minneapolis,MN",Snow Emergency,44.960678,-93.288985,10,Calhoun Isle,Lowry Hill East,3,3,Howe
-93.28716999969572,45.001332000371583,338,04/17/2018 04:04pm,"631 22nd ave n ,Minneapolis,MN",Snow Emergency,45.001332,-93.28717,5,Near North,Hawthorne,1,3,Howe
-93.288147999830301,45.004796000035412,339,04/17/2018 04:06pm,"703 25th ave n ,Minneapolis,MN",Snow Emergency,45.004796,-93.288148,5,Near North,Hawthorne,1,3,Howe
-93.225310999702856,44.968782000289139,340,04/17/2018 04:10pm,"641 Ontario st se,Minneapolis,MN",Snow Emergency,44.968782,-93.225311,2,University,Prospect Park - East River Road,4,3,Howe
-93.252525000128628,44.944734000174037,341,04/17/2018 04:11pm,"1525 32ND ST E,Minneapolis,MN",Snow Emergency,44.944734,-93.252525,9,Powderhorn,Powderhorn Park,6,3,Howe
-93.293633000062869,44.995098999819042,342,04/17/2018 04:12pm,"1029 16th Ave N,Minneapolis,MN",Snow Emergency,44.995099,-93.293633,5,Near North,Near - North,1,3,Howe
-93.261054000441717,44.940658000166657,343,04/17/2018 04:21pm,"3423 ELLIOT AVE S,Minneapolis,MN",Snow Emergency,44.940658,-93.261054,9,Powderhorn,Powderhorn Park,6,3,Howe
-93.226922000250056,44.904297999752941,344,04/17/2018 04:27pm,"5433 31ST AVE S,Minneapolis,MN",Snow Emergency,44.904298,-93.226922,11,Nokomis,Wenonah,6,3,Howe
-93.225037999703886,44.898807000142995,345,04/17/2018 04:33pm,"5745 SANDER DRV,Minneapolis,MN",Snow Emergency,44.898807,-93.225038,11,Nokomis,Wenonah,6,3,Howe
-93.288384999967718,44.959968000322988,346,04/15/2018 09:29pm,"2300 lyndale,Minneapolis,MN",Snow Emergency,44.959968,-93.288385,10,Calhoun Isle,Lowry Hill East,3,1,Howe
-93.287801000016088,45.003852999716223,347,04/15/2018 09:29pm,"2400 Lyndale Ave N,Minneapolis,MN",Snow Emergency,45.003853,-93.287801,5,Near North,Hawthorne,1,1,Howe
-93.287715999693603,45.00385399976232,348,04/15/2018 09:33pm,"2400 2499 Lyndale Ave n ,Minneapolis,MN",Snow Emergency,45.003854,-93.287716,5,Near North,Hawthorne,1,1,Howe
-93.262212999929943,44.946909999796738,349,04/15/2018 09:41pm,"3045 Chicago Ave,Minneapolis,MN",Snow Emergency,44.94691,-93.262213,9,Powderhorn,Powderhorn Park,6,1,Howe
-93.287622999901487,45.009758999578196,350,04/15/2018 09:44pm,"2900 LYNDALE AVE N ,Minneapolis,MN",Snow Emergency,45.009759,-93.287623,5,Near North,Hawthorne,1,1,Howe
-93.287996000015355,45.004805999597238,351,04/15/2018 09:48pm,"2500 Lyndale Ave n ,Minneapolis,MN",Snow Emergency,45.004806,-93.287996,5,Near North,Hawthorne,1,1,Howe
-93.287745000131608,45.018627000235931,352,04/15/2018 09:49pm,"3500-3599 LYNDALE AVE N,Minneapolis,MN",Snow Emergency,45.018627,-93.287745,4,Camden,McKinley,1,1,Howe
-93.287983000315194,45.002575000136176,353,04/15/2018 09:56pm,"2300 BLOCK LYNDALE AVE N,Minneapolis,MN",Snow Emergency,45.002575,-93.287983,5,Near North,Hawthorne,1,1,Howe
-93.23734299967964,45.023502000217199,354,04/15/2018 10:09pm,"3042 Johnson St NE,Minneapolis,MN",Snow Emergency,45.023502,-93.237343,1,Northeast,Audubon Park,2,1,Howe
-93.269934999900272,44.922728999843507,355,04/15/2018 10:10pm,"4417 4th ave s,Minneapolis,MN",Snow Emergency,44.922729,-93.269935,8,Nokomis,Regina,5,1,Howe
-93.287771999578069,45.02044999976772,356,04/15/2018 10:13pm,"3600 Lyndale Ave N,Minneapolis,MN",Snow Emergency,45.02045,-93.287772,4,Camden,McKinley,1,1,Howe
-93.288565000174586,44.939360999710402,357,04/15/2018 10:14pm,"3500l lyndale ,Minneapolis,MN",Snow Emergency,44.939361,-93.288565,10,Calhoun Isle,CARAG,5,1,Howe
-93.246924999988721,45.011506000101846,358,04/15/2018 10:14pm,"2331 Central Ave NE,Minneapolis,MN",Snow Emergency,45.011506,-93.246925,1,Northeast,Windom Park,2,1,Howe
-93.279343000279198,44.967716999739828,359,04/15/2018 10:15pm,"100-199 15th st w,Minneapolis,MN",Snow Emergency,44.967717,-93.279343,7,Central,Loring Park,3,1,Howe
-93.287751999555084,45.020450999813825,360,04/15/2018 10:15pm,"3600-3699 LYNDALE AVE N,Minneapolis,MN",Snow Emergency,45.020451,-93.287752,4,Camden,McKinley,1,1,Howe
-93.236850000327195,45.026616999974628,361,04/15/2018 10:17pm,"3225 Johnson St NE,Minneapolis,MN",Snow Emergency,45.026617,-93.23685,1,Northeast,Waite Park,2,1,Howe
-93.245130999995652,44.983287000094997,362,04/15/2018 10:04pm,"717 UNIVERSITY AVE SE,Minneapolis,MN",Snow Emergency,44.983287,-93.245131,3,University,Marcy Holmes,4,1,Howe
-93.244051999699991,44.982833999889223,363,04/15/2018 10:22pm,"821 university s ,Minneapolis,MN",Snow Emergency,44.982834,-93.244052,3,University,Marcy Holmes,4,1,Howe
-93.267634999955249,44.9680570001305,364,04/15/2018 10:23pm,"600-699 15th St e ,Minneapolis,MN",Snow Emergency,44.968057,-93.267635,6,Central,Elliot Park,3,1,Howe
-93.247692000285554,44.984307000367835,365,04/15/2018 10:26pm,"525 university ave se,Minneapolis,MN",Snow Emergency,44.984307,-93.247692,3,University,Marcy Holmes,4,1,Howe
-93.281160000433673,44.989450000117465,366,04/15/2018 10:26pm,"914 3rd st n,Minneapolis,MN",Snow Emergency,44.98945,-93.28116,3,Central,North Loop,1,1,Howe
-93.252035000015212,44.930054000391863,367,04/15/2018 10:26pm,"4011 Bloomington ave ,Minneapolis,MN",Snow Emergency,44.930054,-93.252035,8,Powderhorn,Bancroft,6,1,Howe
-93.287788000315928,45.022311000152563,368,04/15/2018 10:26pm,"3700 Lyndale Ave n ,Minneapolis,MN",Snow Emergency,45.022311,-93.287788,4,Camden,McKinley,1,1,Howe
-93.287751999555084,45.020450999813825,369,04/15/2018 10:26pm,"3600-3699 lyndale ave n,Minneapolis,MN",Snow Emergency,45.020451,-93.287752,4,Camden,McKinley,1,1,Howe
-93.252725000358453,44.931310999902792,370,04/15/2018 10:27pm,"3932 Bloomington Avenue South,Minneapolis,MN",Snow Emergency,44.931311,-93.252725,8,Powderhorn,Bancroft,6,1,Howe
-93.221699000408478,44.97426699962238,371,04/15/2018 10:28pm,"715 univ ave se,Minneapolis,MN",Snow Emergency,44.974267,-93.221699,2,University,Prospect Park - East River Road,4,1,Howe
-93.247378000194558,45.007240000325794,372,04/15/2018 10:30pm,"1837 Central Ave NE,Minneapolis,MN",Snow Emergency,45.00724,-93.247378,1,Northeast,Logan Park,2,1,Howe
-93.287795999785544,45.024097999822914,373,04/15/2018 10:30pm,"3800 lyndale ,Minneapolis,MN",Snow Emergency,45.024098,-93.287796,4,Camden,Webber - Camden,1,1,Howe
-93.247004000034565,45.006547999890358,374,04/15/2018 10:34pm,"1813 Central Ave NE,Minneapolis,MN",Snow Emergency,45.006548,-93.247004,1,Northeast,Windom Park,2,1,Howe
-93.246998999803964,45.006587999936301,375,04/15/2018 10:36pm,"1815 Central Ave NE,Minneapolis,MN",Snow Emergency,45.006588,-93.246999,1,Northeast,Windom Park,2,1,Howe
-93.277814999962231,44.967721999970358,376,04/15/2018 10:36pm,"1-99 15th St w,Minneapolis,MN",Snow Emergency,44.967722,-93.277815,7,Central,Loring Park,3,1,Howe
-93.270504000059532,44.933647999755465,377,04/15/2018 10:47pm,"3812 4th Ave S,Minneapolis,MN",Snow Emergency,44.933648,-93.270504,8,Powderhorn,Bryant,5,1,Howe
-93.280318000275429,44.984665999836068,378,04/15/2018 10:47pm,"623 5th st n,Minneapolis,MN",Snow Emergency,44.984666,-93.280318,5,Central,North Loop,1,1,Howe
-93.247736999662777,45.013914999677525,379,04/15/2018 10:47pm,"2522 Central Ave NE,Minneapolis,MN",Snow Emergency,45.013915,-93.247737,1,Northeast,Holland,2,1,Howe
-93.265063000057353,44.968060000268856,380,04/15/2018 10:48pm,"700-799. 15th st e,Minneapolis,MN",Snow Emergency,44.96806,-93.265063,7,Central,Elliot Park,3,1,Howe
-93.287775999762516,45.027711000062652,381,04/15/2018 10:48pm,"4000 Lyndale Ave N,Minneapolis,MN",Snow Emergency,45.027711,-93.287776,4,Camden,Webber - Camden,1,1,Howe
-93.269794999739432,44.926371999668092,382,04/15/2018 10:51pm,"4217 4th ave,Minneapolis,MN",Snow Emergency,44.926372,-93.269795,8,Nokomis,Regina,5,1,Howe
-93.228936999642769,44.97905800022658,383,04/15/2018 10:52pm,"1804 5TH ST SE,Minneapolis,MN",Snow Emergency,44.979058,-93.228937,2,University,University of Minnesota,4,1,Howe
-93.277108999780452,44.968046999669347,384,04/15/2018 10:54pm,"1-99 15st e,Minneapolis,MN",Snow Emergency,44.968047,-93.277109,7,Central,Loring Park,3,1,Howe
-93.229461999571583,44.979269000064335,385,04/15/2018 10:56pm,"1722 5th st se ,Minneapolis,MN",Snow Emergency,44.979269,-93.229462,2,University,University of Minnesota,4,1,Howe
-93.288113000014889,45.029786000423648,386,04/15/2018 10:57pm,"4100 LYNDALE AVE N,Minneapolis,MN",Snow Emergency,45.029786,-93.288113,4,Camden,Webber - Camden,1,1,Howe
-93.23379499973943,44.978675999697657,387,04/15/2018 10:59pm,"313 16TH AVE SE,Minneapolis,MN",Snow Emergency,44.978676,-93.233795,2,University,University of Minnesota,4,1,Howe
-93.247699999755127,45.012894000257965,388,04/15/2018 10:59pm,"2422 Central Ave NE,Minneapolis,MN",Snow Emergency,45.012894,-93.2477,1,Northeast,Holland,2,1,Howe
-93.228879999712206,44.979035000065267,389,04/15/2018 11:01pm,"1810 5th st se,Minneapolis,MN",Snow Emergency,44.979035,-93.22888,2,University,University of Minnesota,4,1,Howe
-93.287788000315928,45.022311000152563,390,04/15/2018 11:05pm,"3700 lyndale AVE N,Minneapolis,MN",Snow Emergency,45.022311,-93.287788,4,Camden,McKinley,1,1,Howe
-93.252646000312609,44.941225000233594,391,04/15/2018 11:05pm,"3400 bloomington ave,Minneapolis,MN",Snow Emergency,44.941225,-93.252646,9,Powderhorn,Powderhorn Park,6,1,Howe
-93.233752999601222,44.978729000343158,392,04/15/2018 11:10pm,"325 16TH AVE SE,Minneapolis,MN",Snow Emergency,44.978729,-93.233753,2,University,University of Minnesota,4,1,Howe
-93.280758999927869,44.985928999623695,393,04/15/2018 11:14pm,"702 5TH ST N ,Minneapolis,MN",Snow Emergency,44.985929,-93.280759,5,Central,North Loop,1,1,Howe
-93.252843000404084,44.907976000292251,394,04/15/2018 11:15pm,"5228 Bloomington ave s,Minneapolis,MN",Snow Emergency,44.907976,-93.252843,11,Nokomis,Hale,6,1,Howe
-93.28011299981506,44.958876000327223,395,04/15/2018 11:18pm,"2400 BLAISDELL AVE S,Minneapolis,MN",Snow Emergency,44.958876,-93.280113,10,Powderhorn,Whittier,3,1,Howe
-93.254074999661427,45.000904000419318,396,04/15/2018 11:18pm,"674 13TH AVE NE,Minneapolis,MN",Snow Emergency,45.000904,-93.254075,1,Northeast,Logan Park,2,1,Howe
-93.286223000091354,45.038465999606274,397,04/15/2018 11:18pm,"4600 lyndale AVE N ,Minneapolis,MN",Snow Emergency,45.038466,-93.286223,4,Camden,Camden Industrial,1,1,Howe
-93.280040000045915,44.960680999928222,398,04/15/2018 11:19pm,"2200 block of blaisdell,Minneapolis,MN",Snow Emergency,44.960681,-93.28004,10,Powderhorn,Whittier,3,1,Howe
-93.286223000091354,45.038465999606274,399,04/15/2018 11:20pm,"4600 LYNDALE AVE N,Minneapolis,MN",Snow Emergency,45.038466,-93.286223,4,Camden,Camden Industrial,1,1,Howe
-93.28011299981506,44.958876000327223,400,04/15/2018 11:20pm,"2400 BLAISDELL AVE S,Minneapolis,MN",Snow Emergency,44.958876,-93.280113,10,Powderhorn,Whittier,3,1,Howe
-93.252930999965656,45.00067000042025,401,04/15/2018 11:21pm,"686 13TH AVE NE,Minneapolis,MN",Snow Emergency,45.00067,-93.252931,1,Northeast,Logan Park,2,1,Howe
-93.252749999712705,44.94043799991379,402,04/15/2018 11:22pm,"3422 Bloomington ave s,Minneapolis,MN",Snow Emergency,44.940438,-93.25275,9,Powderhorn,Powderhorn Park,6,1,Howe
-93.269855999854485,44.9384029995988,403,04/15/2018 11:23pm,"3537 4TH AVE S,Minneapolis,MN",Snow Emergency,44.938403,-93.269856,9,Powderhorn,Central,5,1,Howe
-93.268698000412371,44.968300999691451,404,04/15/2018 11:23pm,"500 15th St e,Minneapolis,MN",Snow Emergency,44.968301,-93.268698,7,Central,Elliot Park,3,1,Howe
-93.279625999839993,44.957337000402276,405,04/15/2018 11:26pm,"2500 block of blaisdell,Minneapolis,MN",Snow Emergency,44.957337,-93.279626,10,Powderhorn,Whittier,3,1,Howe
-93.214788000066122,44.919637000247405,406,04/15/2018 11:27pm,"4600 MINNEHAHA AVE S,Minneapolis,MN",Snow Emergency,44.919637,-93.214788,12,Longfellow,Hiawatha,6,1,Howe
-93.214788000066122,44.919637000247405,407,04/15/2018 11:29pm,"4600 MINNEHAHA AVE S,Minneapolis,MN",Snow Emergency,44.919637,-93.214788,12,Longfellow,Hiawatha,6,1,Howe
-93.28493299995796,45.042964000188526,408,04/15/2018 11:29pm,"4800 LYNDALE AVE N ,Minneapolis,MN",Snow Emergency,45.042964,-93.284933,4,Camden,Lind - Bohanon,1,1,Howe
-93.263808999785454,44.96913300028779,409,04/15/2018 11:32pm,"724 14th St e ,Minneapolis,MN",Snow Emergency,44.969133,-93.263809,7,Central,Elliot Park,3,1,Howe
-93.243697000416219,44.96352599982508,410,04/15/2018 11:33pm,"921 20th ave s,Minneapolis,MN",Snow Emergency,44.963526,-93.243697,6,Longfellow,Seward,4,1,Howe
-93.25435900016771,45.000905999612257,411,04/15/2018 11:33pm,"670 13TH AVE NE,Minneapolis,MN",Snow Emergency,45.000906,-93.254359,1,Northeast,Logan Park,2,1,Howe
-93.281296000410066,44.98630199973757,412,04/15/2018 11:34pm,"726 5TH ST N ,Minneapolis,MN",Snow Emergency,44.986302,-93.281296,5,Central,North Loop,1,1,Howe
-93.263635999901453,45.006906000211806,413,04/15/2018 11:35pm,"1802 University Ave NE,Minneapolis,MN",Snow Emergency,45.006906,-93.263636,3,Northeast,Bottineau,2,1,Howe
-93.266944999612008,44.969138999665176,414,04/15/2018 11:41pm,"608 14th st e,Minneapolis,MN",Snow Emergency,44.969139,-93.266945,7,Central,Elliot Park,3,1,Howe
-93.227180999603419,44.988275999937514,415,04/15/2018 11:43pm,"1013 18TH AVE SE,Minneapolis,MN",Snow Emergency,44.988276,-93.227181,1,University,Como,4,1,Howe
-93.288047999715388,44.978944000365402,416,04/15/2018 11:44pm,"700 2ND AVE N ,Minneapolis,MN",Snow Emergency,44.978944,-93.288048,5,Near North,Harrison,3,1,Howe
-93.270359999714174,44.99955700035531,417,04/15/2018 11:45pm,"80 13TH AVE NE,Minneapolis,MN",Snow Emergency,44.999557,-93.27036,3,Northeast,Sheridan,2,1,Howe
-93.27065799996673,44.947154000256944,418,04/15/2018 11:46pm,"3036 4TH AVE S,Minneapolis,MN",Snow Emergency,44.947154,-93.270658,9,Powderhorn,Central,5,1,Howe
-93.254501000420817,45.001177000418295,419,04/15/2018 11:48pm,"669 13TH AVE NE,Minneapolis,MN",Snow Emergency,45.001177,-93.254501,1,Northeast,Logan Park,2,1,Howe
-93.252777000058458,44.983684000416361,420,04/15/2018 11:50pm,"313 MAIN ST SE,Minneapolis,MN",Snow Emergency,44.983684,-93.252777,3,University,Marcy Holmes,4,1,Howe
-93.281308000064143,44.986310000106471,421,04/15/2018 11:54pm,"728 5TH ST N ,Minneapolis,MN",Snow Emergency,44.98631,-93.281308,5,Central,North Loop,1,1,Howe
-93.288047999715388,44.978944000365402,422,04/15/2018 11:56pm,"700 2ND AVE N ,Minneapolis,MN",Snow Emergency,44.978944,-93.288048,5,Near North,Harrison,3,1,Howe
-93.251866000315587,44.982648000305005,423,04/16/2018 12:01am,"404 main st se,Minneapolis,MN",Snow Emergency,44.982648,-93.251866,3,University,Marcy Holmes,4,1,Howe
-93.25435900016771,45.000905999612257,424,04/16/2018 12:02am,"670 13TH AVE NE,Minneapolis,MN",Snow Emergency,45.000906,-93.254359,1,Northeast,Logan Park,2,1,Howe
-93.25172099992416,44.98258700018993,425,04/16/2018 12:03am,"410 main st se,Minneapolis,MN",Snow Emergency,44.982587,-93.251721,3,University,Marcy Holmes,4,1,Howe
-93.279625999839993,44.957337000402276,426,04/16/2018 12:05am,"2500 block of blaisdell ave,Minneapolis,MN",Snow Emergency,44.957337,-93.279626,10,Powderhorn,Whittier,3,1,Howe
-93.279634000208887,44.95552100029397,427,04/16/2018 12:07am,"2600 blaisdell,Minneapolis,MN",Snow Emergency,44.955521,-93.279634,10,Powderhorn,Whittier,3,1,Howe
-93.288047999715388,44.978944000365402,428,04/16/2018 12:08am,"700 2nd Ave n,Minneapolis,MN",Snow Emergency,44.978944,-93.288048,5,Near North,Harrison,3,1,Howe
-93.280047000368711,44.953632000416519,429,04/16/2018 12:09am,"2700 block of blaisdell,Minneapolis,MN",Snow Emergency,44.953632,-93.280047,10,Powderhorn,Whittier,3,1,Howe
-93.252725000358453,44.918662000251167,430,04/16/2018 12:09am,"4628 bloomington AVE S,I,MN",Snow Emergency,44.918662,-93.252725,11,Nokomis,Northrop,6,1,Howe
-93.297202000072218,44.955351999695097,431,04/16/2018 12:10am,"2600 hennepin av s,Minneapolis,MN",Snow Emergency,44.955352,-93.297202,7,Calhoun Isle,East Isles,3,1,Howe
-93.24240700028281,44.96376099987031,432,04/16/2018 12:12am,"2103 9th st se,Minneapolis,MN",Snow Emergency,44.963761,-93.242407,6,Longfellow,Seward,4,1,Howe
-93.283320000217827,44.987871000146583,433,04/16/2018 12:12am,"417 10th Ave n,Minneapolis,MN",Snow Emergency,44.987871,-93.28332,5,Central,North Loop,1,1,Howe
-93.287795999785544,45.024097999822914,434,04/16/2018 12:12am,"3800 lyndale ave n,Minneapolis,MN",Snow Emergency,45.024098,-93.287796,4,Camden,Webber - Camden,1,1,Howe
-93.23037899959111,44.987558000101679,435,04/16/2018 12:03am,"991 15TH AVE SE,Minneapolis,MN",Snow Emergency,44.987558,-93.230379,2,University,Como,4,1,Howe
-93.242363000052364,44.964018000030705,436,04/16/2018 12:14am,"2108 9th st se,Minneapolis,MN",Snow Emergency,44.964018,-93.242363,6,Longfellow,Seward,4,1,Howe
-93.229457000240359,44.979266999972147,437,04/16/2018 12:02am,"1724 5TH ST SE,Minneapolis,MN",Snow Emergency,44.979267,-93.229457,2,University,University of Minnesota,4,1,Howe
-93.278982999865491,44.984680999628488,438,04/16/2018 12:17am,"456 6t Ave N,Minneapolis,MN",Snow Emergency,44.984681,-93.278983,5,Central,North Loop,1,1,Howe
-93.270760000173823,44.999418000240553,439,04/16/2018 12:17am,"66 13TH AVE NE,Minneapolis,MN",Snow Emergency,44.999418,-93.27076,3,Northeast,Sheridan,2,1,Howe
-93.279667999978187,44.950740000150908,440,04/16/2018 12:21am,"2900 block of blaisdell ave,Minneapolis,MN",Snow Emergency,44.95074,-93.279668,10,Powderhorn,Whittier,3,1,Howe
-93.270531999552077,44.999497000286389,441,04/16/2018 12:23am,"74 13th Ave NE,Minneapolis,MN",Snow Emergency,44.999497,-93.270532,3,Northeast,Sheridan,2,1,Howe
-93.251324999649,44.934264000283449,442,04/16/2018 12:23am,"1572 38TH ST E,Minneapolis,MN",Snow Emergency,44.934264,-93.251325,9,Powderhorn,Powderhorn Park,6,1,Howe
-93.26589499975438,44.999946000307709,443,04/16/2018 12:25am,"1205 2ND ST NE,Minneapolis,MN",Snow Emergency,44.999946,-93.265895,3,Northeast,Sheridan,2,1,Howe
-93.312747000173886,44.931228999718584,444,04/16/2018 12:27am,"3929 SHERIDAN AVE S,Minneapolis,MN",Snow Emergency,44.931229,-93.312747,13,Southwest,Linden Hills,5,1,Howe
-93.312650000197323,44.924069999630831,445,04/16/2018 12:32am,"2701 W 43RD ST ,Minneapolis,MN",Snow Emergency,44.92407,-93.31265,13,Southwest,Linden Hills,5,1,Howe
-93.238900999581404,44.939533000447682,446,04/16/2018 12:32am,"23RD AVE & E 35TH ST ,Minneapolis,MN",Snow Emergency,44.939533,-93.238901,9,Powderhorn,Corcoran,6,1,Howe
-93.272331999821915,44.984580000366797,447,04/16/2018 12:32am,"253 3RD AVE N ,Minneapolis,MN",Snow Emergency,44.98458,-93.272332,3,Central,North Loop,3,1,Howe
