X,Y,FID,Citation_N,Service_Da,Address,Ordinance,Ordinanc_1,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Snow_Em_Na,Day_ID
-93.263953,44.947099,1675,271118385614,4/16/2018 13:07,3040 COLUMBUS AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.947099,-93.263953,9,Powderhorn,Central,5,Howe,2
-93.289406,44.947935,1676,271118384228,4/16/2018 13:07,3010 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.947935,-93.289406,10,Calhoun Isle,CARAG,5,Howe,2
-93.209877,44.950854,1677,271118383603,4/16/2018 13:07,2860 DORMAN AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.950854,-93.209877,2,Longfellow,Cooper,4,Howe,2
-93.257829,44.956409,1678,271118388575,4/16/2018 13:07,2526 12TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.956409,-93.257829,9,Phillips,Midtown Phillips,3,Howe,2
-93.303169,45.014786,1679,271118396018,4/16/2018 13:07,3250 LOGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.014786,-93.303169,4,Camden,Folwell,1,Howe,2
-93.281754,44.956578,1680,271118391932,4/16/2018 13:07,2520 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.956578,-93.281754,10,Powderhorn,Whittier,3,Howe,2
-93.289474,44.947692,1681,271118384230,4/16/2018 13:08,3016 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.947692,-93.289474,10,Calhoun Isle,CARAG,5,Howe,2
-93.289445,44.94776,1682,271118384229,4/16/2018 13:08,3014 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.94776,-93.289445,10,Calhoun Isle,CARAG,5,Howe,2
-93.304487,44.988674,1683,271118390610,4/16/2018 13:08,1018 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.988674,-93.304487,5,Near North,Near - North,1,Howe,2
-93.234523,45.007241,1684,271118393822,4/16/2018 13:08,1844 HAYES ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.007241,-93.234523,1,Northeast,Windom Park,2,Howe,2
-93.293068,45.027717,1685,271118396105,4/16/2018 13:08,4004 DUPONT AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.027717,-93.293068,4,Camden,Webber - Camden,1,Howe,2
-93.289484,44.947702,1686,271118384231,4/16/2018 13:09,3018 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.947702,-93.289484,10,Calhoun Isle,CARAG,5,Howe,2
-93.259708,44.963357,1687,271118390996,4/16/2018 13:09,1918 10TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.963357,-93.259708,6,Phillips,Ventura Village,3,Howe,2
-93.224194,44.986779,1688,271118394751,4/16/2018 13:09,904 19TH AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.986779,-93.224194,2,University,Como,4,Howe,2
-93.293176,45.028024,1689,271118396106,4/16/2018 13:09,4006 DUPONT AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.028024,-93.293176,4,Camden,Webber - Camden,1,Howe,2
-93.225681,44.914896,1690,271118364544,4/16/2018 13:10,4834 32ND AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.914896,-93.225681,12,Nokomis,Keewaydin,6,Howe,2
-93.281381,44.944273,1691,271118391799,4/16/2018 13:10,3208 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.944273,-93.281381,8,Powderhorn,Lyndale,5,Howe,2
-93.281371,44.944341,1692,271118391800,4/16/2018 13:10,3206 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.944341,-93.281371,8,Powderhorn,Lyndale,5,Howe,2
-93.289512,44.947612,1693,271118384232,4/16/2018 13:10,3022 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.947612,-93.289512,10,Calhoun Isle,CARAG,5,Howe,2
-93.224181,44.986745,1694,271118394752,4/16/2018 13:10,902 19TH AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.986745,-93.224181,2,University,Como,4,Howe,2
-93.281722,44.956006,1695,271118391933,4/16/2018 13:10,2538 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.956006,-93.281722,10,Powderhorn,Whittier,3,Howe,2
-93.25777,44.956235,1696,271118390627,4/16/2018 13:10,2530 12TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.956235,-93.25777,9,Phillips,Midtown Phillips,3,Howe,2
-93.264067,44.947002,1697,271118385615,4/16/2018 13:11,3048 COLUMBUS AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.947002,-93.264067,9,Powderhorn,Central,5,Howe,2
-93.281375,44.944353,1698,271118391801,4/16/2018 13:12,3204 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.944353,-93.281375,8,Powderhorn,Lyndale,5,Howe,2
-93.281348,44.944515,1699,271118391802,4/16/2018 13:12,3200 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.944515,-93.281348,8,Powderhorn,Lyndale,5,Howe,2
-93.257601,44.956066,1700,271118388576,4/16/2018 13:12,2540 12TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.956066,-93.257601,9,Phillips,Midtown Phillips,3,Howe,2
-93.234707,45.007227,1701,271118393823,4/16/2018 13:12,1838 HAYES ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.007227,-93.234707,1,Northeast,Windom Park,2,Howe,2
-93.281645,44.955798,1702,271118391934,4/16/2018 13:12,2544 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.955798,-93.281645,10,Powderhorn,Whittier,3,Howe,2
-93.25381,44.925174,1703,271118360339,4/16/2018 13:13,1424 43RD ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.925174,-93.25381,8,Nokomis,Northrop,6,Howe,2
-93.263857,44.942504,1704,271118389435,4/16/2018 13:13,3316 COLUMBUS AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.942504,-93.263857,9,Powderhorn,Central,5,Howe,2
-93.297207,44.978774,1705,271118359998,4/16/2018 13:13,160 GIRARD AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.978774,-93.297207,5,Near North,Harrison,3,Howe,2
-93.303214,44.988161,1706,271118390611,4/16/2018 13:13,1010 LOGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.988161,-93.303214,5,Near North,Near - North,1,Howe,2
-93.242271,44.994862,1707,271118386457,4/16/2018 13:13,454 FILLMORE ST NE,478.1000(b),Snow emergency parking restrictions - even number address,44.994862,-93.242271,3,Northeast,Beltrami,2,Howe,2
-93.234704,45.00704,1708,271118393824,4/16/2018 13:13,1836 HAYES ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.00704,-93.234704,1,Northeast,Windom Park,2,Howe,2
-93.303122,45.007539,1709,271118396019,4/16/2018 13:13,2648 LOGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.007539,-93.303122,5,Near North,Jordan,1,Howe,2
-93.26383,44.946863,1710,271118385616,4/16/2018 13:14,3148 COLUMBUS AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.946863,-93.26383,9,Powderhorn,Central,5,Howe,2
-93.224239,44.984736,1711,271118394754,4/16/2018 13:14,840 20TH AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.984736,-93.224239,2,University,Como,4,Howe,2
-93.23468,45.006976,1712,271118386612,4/16/2018 13:14,1822 HAYES ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.006976,-93.23468,1,Northeast,Windom Park,2,Howe,2
-93.257807,44.955952,1713,271118390628,4/16/2018 13:14,2540 12TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.955952,-93.257807,9,Phillips,Midtown Phillips,3,Howe,2
-93.285464,44.935874,1714,271118389983,4/16/2018 13:15,420 37TH ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.935874,-93.285464,8,Southwest,King Field,5,Howe,2
-93.281367,44.945027,1715,271118391803,4/16/2018 13:15,3144 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.945027,-93.281367,8,Powderhorn,Lyndale,5,Howe,2
-93.289487,44.947268,1716,271118384233,4/16/2018 13:15,3042 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.947268,-93.289487,10,Calhoun Isle,CARAG,5,Howe,2
-93.303227,44.988525,1717,271118390612,4/16/2018 13:15,1016 LOGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.988525,-93.303227,5,Near North,Near - North,1,Howe,2
-93.303133,45.007297,1718,271118396020,4/16/2018 13:15,2642 LOGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.007297,-93.303133,5,Near North,Jordan,1,Howe,2
-93.268709,45.000748,1719,271118384659,4/16/2018 8:55,1300 GRAND ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.000748,-93.268709,3,Northeast,Sheridan,2,Howe,2
-93.281679,44.954376,1720,271118392503,4/16/2018 13:15,2632 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.954376,-93.281679,10,Powderhorn,Whittier,3,Howe,2
-93.285113,44.935868,1721,271118389984,4/16/2018 13:16,416 37TH ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.935868,-93.285113,8,Southwest,King Field,5,Howe,2
-93.263889,44.94347,1722,271118389436,4/16/2018 13:16,3236 COLUMBUS AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.94347,-93.263889,9,Powderhorn,Central,5,Howe,2
-93.263856,44.943892,1723,271118389437,4/16/2018 13:17,3228 COLUMBUS AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.943892,-93.263856,9,Powderhorn,Central,5,Howe,2
-93.281373,44.945217,1724,271118391804,4/16/2018 13:17,3136 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.945217,-93.281373,8,Powderhorn,Lyndale,5,Howe,2
-93.21021,44.949081,1725,271118383604,4/16/2018 13:17,2938 44TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.949081,-93.21021,2,Longfellow,Cooper,4,Howe,2
-93.224214,44.984381,1726,271118394755,4/16/2018 13:17,826 20TH AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.984381,-93.224214,2,University,Como,4,Howe,2
-93.242338,45.005202,1727,271118386458,4/16/2018 13:17,1704 FILLMORE ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.005202,-93.242338,1,Northeast,Northeast Park,2,Howe,2
-93.316112,45.028585,1728,271118393614,4/16/2018 13:17,4026 VINCENT AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.028585,-93.316112,4,Camden,Victory,1,Howe,2
-93.281359,44.945423,1729,271118392414,4/16/2018 13:18,3130 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.945423,-93.281359,8,Powderhorn,Lyndale,5,Howe,2
-93.289362,44.945923,1730,271118384234,4/16/2018 13:18,3116 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.945923,-93.289362,10,Calhoun Isle,CARAG,5,Howe,2
-93.2242,44.984469,1731,271118394756,4/16/2018 13:18,828 20TH AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.984469,-93.2242,2,University,Como,4,Howe,2
-93.23324,45.006601,1732,271118393825,4/16/2018 13:18,1818 GARFIELD ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.006601,-93.23324,1,Northeast,Windom Park,2,Howe,2
-93.303115,45.007038,1733,271118396022,4/16/2018 13:18,2632 LOGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.007038,-93.303115,5,Near North,Jordan,1,Howe,2
-93.292223,45.01225,1734,271118336896,4/16/2018 13:18,1014 31ST AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.01225,-93.292223,5,Near North,Hawthorne,1,Howe,2
-93.281696,44.952571,1735,271118392504,4/16/2018 13:18,2734 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.952571,-93.281696,10,Powderhorn,Whittier,3,Howe,2
-93.284742,44.93588,1736,271118389985,4/16/2018 13:19,410 37TH ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.93588,-93.284742,8,Southwest,King Field,5,Howe,2
-93.263914,44.944291,1737,271118389438,4/16/2018 13:19,3208 COLUMBUS AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.944291,-93.263914,9,Powderhorn,Central,5,Howe,2
-93.289345,44.946055,1738,271118384235,4/16/2018 13:19,3148 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.946055,-93.289345,10,Calhoun Isle,CARAG,5,Howe,2
-93.26383,44.946863,1739,271118385617,4/16/2018 13:19,3152 COLUMBUS AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.946863,-93.26383,9,Powderhorn,Central,5,Howe,2
-93.29816,44.978467,1740,271118359999,4/16/2018 13:19,216 HUMBOLDT AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.978467,-93.29816,5,Near North,Harrison,3,Howe,2
-93.303204,44.990952,1741,271118390613,4/16/2018 13:19,1240 LOGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.990952,-93.303204,5,Near North,Near - North,1,Howe,2
-93.262993,45.00527,1742,271118394465,4/16/2018 13:19,330 17TH AVE NE,478.1000(b),Snow emergency parking restrictions - even number address,45.00527,-93.262993,3,Northeast,Sheridan,2,Howe,2
-93.24232,45.005572,1743,271118386459,4/16/2018 13:19,1720 FILLMORE ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.005572,-93.24232,1,Northeast,Northeast Park,2,Howe,2
-93.242331,45.005629,1744,271118386460,4/16/2018 13:19,1724 FILLMORE ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.005629,-93.242331,1,Northeast,Northeast Park,2,Howe,2
-93.233244,45.006748,1745,271118393826,4/16/2018 13:19,1820 GARFIELD ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.006748,-93.233244,1,Northeast,Windom Park,2,Howe,2
-93.281696,44.952504,1746,271118392505,4/16/2018 13:19,2736 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.952504,-93.281696,10,Powderhorn,Whittier,3,Howe,2
-93.208128,44.932544,1747,271118383477,4/16/2018 13:20,4520 39TH ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.932544,-93.208128,12,Longfellow,Howe,6,Howe,2
-93.284764,44.935874,1748,271118389986,4/16/2018 13:20,408 37TH ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.935874,-93.284764,8,Southwest,King Field,5,Howe,2
-93.28143,44.945612,1749,271118392415,4/16/2018 13:20,3130 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.945612,-93.28143,8,Powderhorn,Lyndale,5,Howe,2
-93.256958,44.950082,1750,271118388577,4/16/2018 13:20,2902 12TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.950082,-93.256958,9,Phillips,Midtown Phillips,3,Howe,2
-93.225988,44.939188,1751,271118392962,4/16/2018 13:21,3512 32ND AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.939188,-93.225988,12,Longfellow,Howe,6,Howe,2
-93.289415,44.944596,1752,271118384236,4/16/2018 13:21,3204 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.944596,-93.289415,10,Calhoun Isle,CARAG,5,Howe,2
-93.26383,44.946863,1753,271118385618,4/16/2018 13:21,3158 COLUMBUS AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.946863,-93.26383,9,Powderhorn,Central,5,Howe,2
-93.22659,44.963246,1754,271118393291,4/16/2018 13:21,936 FRANKLIN TER,478.1000(b),Snow emergency parking restrictions - even number address,44.963246,-93.22659,2,Longfellow,Seward,4,Howe,2
-93.220846,44.971758,1755,271118360595,4/16/2018 13:21,150 26TH AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.971758,-93.220846,2,University,Prospect Park - East River Road,4,Howe,2
-93.28223,44.935898,1756,271118389987,4/16/2018 13:22,212 37TH ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.935898,-93.28223,8,Southwest,King Field,5,Howe,2
-93.289471,44.944261,1757,271118384237,4/16/2018 13:22,3212 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.944261,-93.289471,10,Calhoun Isle,CARAG,5,Howe,2
-93.281342,44.945884,1758,271118392416,4/16/2018 13:22,3114 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.945884,-93.281342,8,Powderhorn,Lyndale,5,Howe,2
-93.298156,44.979101,1759,271118360000,4/16/2018 13:22,234 HUMBOLDT AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.979101,-93.298156,5,Near North,Harrison,3,Howe,2
-93.257928,44.949724,1760,271118390629,4/16/2018 13:22,2908 12TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.949724,-93.257928,9,Phillips,Midtown Phillips,3,Howe,2
-93.227161,44.925107,1761,271118360340,4/16/2018 13:23,3040 43RD ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.925107,-93.227161,12,Nokomis,Ericsson,6,Howe,2
-93.282202,44.935891,1762,271118389988,4/16/2018 13:23,214 37TH ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.935891,-93.282202,8,Southwest,King Field,5,Howe,2
-93.281329,44.946053,1763,271118392417,4/16/2018 13:23,3110 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.946053,-93.281329,8,Powderhorn,Lyndale,5,Howe,2
-93.303185,44.993284,1764,271118390614,4/16/2018 13:23,1404 LOGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.993284,-93.303185,5,Near North,Willard - Hay,1,Howe,2
-93.23332,45.012084,1765,271118386613,4/16/2018 13:23,2314 GARFIELD ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.012084,-93.23332,1,Northeast,Windom Park,2,Howe,2
-93.281666,44.952438,1766,271118392506,4/16/2018 13:23,2738 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.952438,-93.281666,10,Powderhorn,Whittier,3,Howe,2
-93.315218,44.908821,1767,271118335458,4/16/2018 13:24,2800 52ND ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.908821,-93.315218,13,Southwest,Fulton,5,Howe,2
-93.213889,44.932221,1768,271118383478,4/16/2018 13:24,4110 39TH ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.932221,-93.213889,12,Longfellow,Howe,6,Howe,2
-93.289444,44.944344,1769,271118384238,4/16/2018 13:24,3218 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.944344,-93.289444,10,Calhoun Isle,CARAG,5,Howe,2
-93.220857,44.971678,1770,271118360596,4/16/2018 13:24,160 26TH AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.971678,-93.220857,2,University,Prospect Park - East River Road,4,Howe,2
-93.281706,44.952182,1771,271118392507,4/16/2018 13:24,2750 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.952182,-93.281706,10,Powderhorn,Whittier,3,Howe,2
-93.218599,44.925314,1772,271118388139,4/16/2018 13:24,3714 43RD ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.925314,-93.218599,12,Longfellow,Hiawatha,6,Howe,2
-93.227296,44.900161,1773,271118364545,4/16/2018 13:25,5718 31ST AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.900161,-93.227296,11,Nokomis,Wenonah,6,Howe,2
-93.289406,44.944185,1774,271118384239,4/16/2018 13:25,3240 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.944185,-93.289406,10,Calhoun Isle,CARAG,5,Howe,2
-93.281375,44.946395,1775,271118392418,4/16/2018 13:25,3102 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.946395,-93.281375,8,Powderhorn,Lyndale,5,Howe,2
-93.255456,44.963142,1776,271118392003,4/16/2018 13:25,1918 14TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.963142,-93.255456,6,Phillips,Ventura Village,3,Howe,2
-93.240946,44.996865,1777,271118391680,4/16/2018 13:25,1300 SUMMER ST NE,478.1000(b),Snow emergency parking restrictions - even number address,44.996865,-93.240946,3,Northeast,Beltrami,2,Howe,2
-93.265107,45.005253,1778,271118394466,4/16/2018 13:25,220 17TH AVE NE,478.1000(b),Snow emergency parking restrictions - even number address,45.005253,-93.265107,3,Northeast,Sheridan,2,Howe,2
-93.249204,45.007657,1779,271118386461,4/16/2018 13:25,1850 JACKSON ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.007657,-93.249204,1,Northeast,Logan Park,2,Howe,2
-93.257832,44.949421,1780,271118390630,4/16/2018 13:25,2920 12TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.949421,-93.257832,9,Phillips,Midtown Phillips,3,Howe,2
-93.227284,44.900085,1781,271118364546,4/16/2018 13:26,5720 31ST AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.900085,-93.227284,11,Nokomis,Wenonah,6,Howe,2
-93.315299,44.908838,1782,271118335459,4/16/2018 13:26,2802 52ND ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.908838,-93.315299,13,Southwest,Fulton,5,Howe,2
-93.279898,44.935926,1783,271118390507,4/16/2018 13:27,100 37TH ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.935926,-93.279898,8,Southwest,King Field,5,Howe,2
-93.289547,44.941862,1784,271118384240,4/16/2018 13:27,3402 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.941862,-93.289547,10,Calhoun Isle,CARAG,5,Howe,2
-93.281354,44.947035,1785,271118392419,4/16/2018 13:27,3036 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.947035,-93.281354,8,Powderhorn,Lyndale,5,Howe,2
-93.25794,44.948959,1786,271118388578,4/16/2018 13:27,2932 12TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.948959,-93.25794,9,Phillips,Midtown Phillips,3,Howe,2
-93.255459,44.963054,1787,271118392004,4/16/2018 13:27,1920 14TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.963054,-93.255459,6,Phillips,Ventura Village,3,Howe,2
-93.250495,44.969122,1788,271118385554,4/16/2018 13:27,1508 6TH ST S,478.1000(b),Snow emergency parking restrictions - even number address,44.969122,-93.250495,6,University,Cedar Riverside,4,Howe,2
-93.232279,45.006534,1789,271118393827,4/16/2018 13:27,1812 ARTHUR AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,45.006534,-93.232279,1,Northeast,Windom Park,2,Howe,2
-93.249175,45.00906,1790,271118386462,4/16/2018 13:27,2002 JACKSON ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.00906,-93.249175,1,Northeast,Holland,2,Howe,2
-93.220751,44.932294,1791,271118383479,4/16/2018 13:28,3516 39TH ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.932294,-93.220751,12,Longfellow,Howe,6,Howe,2
-93.279097,44.935915,1792,271118390508,4/16/2018 13:28,24 37TH ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.935915,-93.279097,8,Southwest,King Field,5,Howe,2
-93.289579,44.941371,1793,271118384241,4/16/2018 13:28,3406 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.941371,-93.289579,10,Calhoun Isle,CARAG,5,Howe,2
-93.281355,44.947066,1794,271118392420,4/16/2018 13:28,3034 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.947066,-93.281355,8,Powderhorn,Lyndale,5,Howe,2
-93.240588,44.99687,1795,271118391681,4/16/2018 13:28,1306 SUMMER ST NE,478.1000(b),Snow emergency parking restrictions - even number address,44.99687,-93.240588,3,Northeast,Beltrami,2,Howe,2
-93.303136,45.006371,1796,271118396024,4/16/2018 13:28,2610 LOGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.006371,-93.303136,5,Near North,Jordan,1,Howe,2
-93.281628,44.950821,1797,271118392508,4/16/2018 13:28,2838 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.950821,-93.281628,10,Powderhorn,Whittier,3,Howe,2
-93.217649,44.925155,1798,271118388140,4/16/2018 13:28,3806 43RD ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.925155,-93.217649,12,Longfellow,Hiawatha,6,Howe,2
-93.289564,44.941199,1799,271118384242,4/16/2018 13:29,3408 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.941199,-93.289564,10,Calhoun Isle,CARAG,5,Howe,2
-93.281364,44.947121,1800,271118392421,4/16/2018 13:29,3032 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.947121,-93.281364,8,Powderhorn,Lyndale,5,Howe,2
-93.301934,44.992445,1801,271118390615,4/16/2018 13:29,1328 KNOX AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.992445,-93.301934,5,Near North,Willard - Hay,1,Howe,2
-93.249198,45.00928,1802,271118386463,4/16/2018 13:29,2010 JACKSON ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.00928,-93.249198,1,Northeast,Holland,2,Howe,2
-93.224849,44.900347,1803,271118364547,4/16/2018 13:30,5706 BOSSEN TERR,478.1000(b),Snow emergency parking restrictions - even number address,44.900347,-93.224849,11,Nokomis,Wenonah,6,Howe,2
-93.278596,44.93587,1804,271118390509,4/16/2018 13:30,14 37TH ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.93587,-93.278596,8,Southwest,King Field,5,Howe,2
-93.289671,44.94079,1805,271118384244,4/16/2018 13:30,3414 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.94079,-93.289671,10,Calhoun Isle,CARAG,5,Howe,2
-93.289448,44.940876,1806,271118384243,4/16/2018 13:30,3412 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.940876,-93.289448,10,Calhoun Isle,CARAG,5,Howe,2
-93.255461,44.96362,1807,271118392005,4/16/2018 13:30,1904 14TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.96362,-93.255461,6,Phillips,Ventura Village,3,Howe,2
-93.299424,44.979196,1808,271118360001,4/16/2018 13:30,238 IRVING AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.979196,-93.299424,5,Near North,Harrison,3,Howe,2
-93.239516,44.996867,1809,271118391682,4/16/2018 13:30,1404 SUMMER ST NE,478.1000(b),Snow emergency parking restrictions - even number address,44.996867,-93.239516,3,Northeast,Beltrami,2,Howe,2
-93.230788,45.010383,1810,271118386614,4/16/2018 13:30,2218 CLEVELAND ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.010383,-93.230788,1,Northeast,Windom Park,2,Howe,2
-93.285806,45.014952,1811,271118336897,4/16/2018 13:30,414 33RD AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.014952,-93.285806,4,Camden,McKinley,1,Howe,2
-93.281647,44.951036,1812,271118392509,4/16/2018 13:30,2824 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.951036,-93.281647,10,Powderhorn,Whittier,3,Howe,2
-93.289517,44.940578,1813,271118384245,4/16/2018 13:31,3420 ALDRICH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.940578,-93.289517,10,Calhoun Isle,CARAG,5,Howe,2
-93.281362,44.947343,1814,271118392422,4/16/2018 13:31,3028 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.947343,-93.281362,8,Powderhorn,Lyndale,5,Howe,2
