"ID";"snow_emergency_name";"service_date";"address";"latitude";"longitude";"day_id";"ward";"neighborhood";"community";"tow_district"
1603;"Xerxes";"2018-02-24 00:00:00";"2326 32nd st,Minneapolis,MN";44.945;-93.238;2;9;"Corcoran";"Powderhorn";6
1604;"Xerxes";"2018-02-24 00:00:00";"3204 22nd ave,Minneapolis,MN";44.944;-93.241;2;9;"Corcoran";"Powderhorn";6
1605;"Xerxes";"2018-02-24 00:00:00";"33RD & BLOOMINGTON AVE S,Minneapolis,MN";44.943;-93.252;1;9;"Powderhorn Park";"Powderhorn";6
1606;"Xerxes";"2018-02-24 00:00:00";"2318 32nd st e,Minneapolis,MN";44.945;-93.238;2;9;"Corcoran";"Powderhorn";6
1607;"Xerxes";"2018-02-24 00:00:00";"1840 33 st e,Minneapolis,MN";44.943;-93.246;2;9;"Corcoran";"Powderhorn";6
1608;"Xerxes";"2018-02-24 00:00:00";"4217 CHICAGO AVE S,Minneapolis,MN";44.926;-93.262;1;8;"Northrop";"Nokomis";6
1609;"Xerxes";"2018-02-24 00:00:00";"3407 BLOOMINGTON AVE S,Minneapolis,MN";44.941;-93.252;1;9;"Powderhorn Park";"Powderhorn";6
1610;"Xerxes";"2018-02-24 00:00:00";"2328 32ND ST E,Minneapolis,MN";44.945;-93.238;2;9;"Corcoran";"Powderhorn";6
1611;"Xerxes";"2018-02-24 00:00:00";"2314 32ND ST E,Minneapolis,MN";44.945;-93.238;2;9;"Corcoran";"Powderhorn";6
1612;"Xerxes";"2018-02-24 00:00:00";"3008 13th av s,Minneapolis,MN";44.948;-93.257;2;9;"Powderhorn Park";"Powderhorn";6
1613;"Xerxes";"2018-02-24 00:00:00";"3438 BLOOMINGTON AVE S,Minneapolis,MN";44.94;-93.253;1;9;"Powderhorn Park";"Powderhorn";6
1614;"Xerxes";"2018-02-24 00:00:00";"3240 18th ave ,Minneapolis,MN";44.943;-93.249;2;9;"Powderhorn Park";"Powderhorn";6
1615;"Xerxes";"2018-02-24 00:00:00";"3413 BLOOMINGTON AVE S,Minneapolis,MN";44.941;-93.252;1;9;"Powderhorn Park";"Powderhorn";6
1616;"Xerxes";"2018-02-24 00:00:00";"4325 BLOOMINGTON AVE S,Minneapolis,MN";44.924;-93.252;1;11;"Northrop";"Nokomis";6
1617;"Xerxes";"2018-02-24 00:00:00";"1840 32nd st,Minneapolis,MN";44.945;-93.246;2;9;"Corcoran";"Powderhorn";6
1618;"Xerxes";"2018-02-24 00:00:00";"2330 32nd st,Minneapolis,MN";44.945;-93.238;2;9;"Corcoran";"Powderhorn";6
1619;"Xerxes";"2018-02-24 00:00:00";"3128 22ND AVE S,Minneapolis,MN";44.946;-93.241;2;9;"Corcoran";"Powderhorn";6
1620;"Xerxes";"2018-02-24 00:00:00";"3124 22ND AVE S,Minneapolis,MN";44.946;-93.241;2;9;"Corcoran";"Powderhorn";6
1621;"Xerxes";"2018-02-24 00:00:00";"4602 Bloomington Ave South,Minneapolis,MN";44.92;-93.252;1;11;"Northrop";"Nokomis";6
1622;"Xerxes";"2018-02-24 00:00:00";"3350 BLOOMINGTON AVE S,Minneapolis,MN";44.942;-93.252;1;9;"Powderhorn Park";"Powderhorn";6
1623;"Xerxes";"2018-02-24 00:00:00";"4325 Bloomington ave s,Minneapolis,MN";44.924;-93.252;1;11;"Northrop";"Nokomis";6
1624;"Xerxes";"2018-02-24 00:00:00";"3524 BLOOMINGTON AVE S,Minneapolis,MN";44.939;-93.252;1;9;"Powderhorn Park";"Powderhorn";6
1625;"Xerxes";"2018-02-24 00:00:00";"3032 15th av s,Minneapolis,MN";44.947;-93.254;2;9;"Powderhorn Park";"Powderhorn";6
1626;"Xerxes";"2018-02-24 00:00:00";"3020 33rd ave s ,Minneapolis,MN";44.948;-93.225;2;2;"Longfellow";"Longfellow";6
1627;"Xerxes";"2018-02-24 00:00:00";"3200 15th ave s,Minneapolis,MN";44.945;-93.254;2;9;"Powderhorn Park";"Powderhorn";6
1628;"Xerxes";"2018-02-24 00:00:00";"4158 snelling,Minneapolis,MN";44.927;-93.221;2;12;"Hiawatha";"Longfellow";6
1629;"Xerxes";"2018-02-24 00:00:00";"3040 33RD AVE S,Minneapolis,MN";44.947;-93.225;2;2;"Longfellow";"Longfellow";6
1630;"Xerxes";"2018-02-24 00:00:00";"3704 BLOOMINGTON AVE S,Minneapolis,MN";44.936;-93.253;1;9;"Powderhorn Park";"Powderhorn";6
1631;"Xerxes";"2018-02-24 00:00:00";"4015 BLOOMINGTON AVE S,Minneapolis,MN";44.93;-93.252;1;8;"Bancroft";"Powderhorn";6
1632;"Xerxes";"2018-02-24 00:00:00";"3744 SNELLING AVE S,Minneapolis,MN";44.935;-93.226;2;12;"Howe";"Longfellow";6
1633;"Xerxes";"2018-02-24 00:00:00";"4130 28TH AVE S,Minneapolis,MN";44.928;-93.232;1;12;"Standish";"Powderhorn";6
1634;"Xerxes";"2018-02-24 00:00:00";"5046 BLOOMINGTON AVE S,Minneapolis,MN";44.911;-93.252;1;11;"Hale";"Nokomis";6
1635;"Xerxes";"2018-02-24 00:00:00";"3118 22ND AVE S,Minneapolis,MN";44.946;-93.241;2;9;"Corcoran";"Powderhorn";6
1636;"Xerxes";"2018-02-24 00:00:00";"4130 28TH AVE S,Minneapolis,MN";44.928;-93.232;1;12;"Standish";"Powderhorn";6
1637;"Xerxes";"2018-02-24 00:00:00";"4130 28TH AVE S,Minneapolis,MN";44.928;-93.232;1;12;"Standish";"Powderhorn";6
1638;"Xerxes";"2018-02-24 00:00:00";"4058 28TH AVE S,Minneapolis,MN";44.929;-93.232;1;12;"Standish";"Powderhorn";6
1639;"Xerxes";"2018-02-24 00:00:00";"4131 28TH AVE S,Minneapolis,MN";44.928;-93.232;1;12;"Standish";"Powderhorn";6
1640;"Xerxes";"2018-02-24 00:00:00";"4518 14th ave s,Minneapolis,MN";44.921;-93.255;2;11;"Northrop";"Nokomis";6
1641;"Xerxes";"2018-02-24 00:00:00";"4032 14th ave s ,Minneapolis,MN";44.93;-93.255;2;8;"Bancroft";"Powderhorn";6
1642;"Xerxes";"2018-02-24 00:00:00";"3948 14th Avenue South,Minneapolis,MN";44.931;-93.255;2;8;"Bancroft";"Powderhorn";6
1643;"Xerxes";"2018-02-24 00:00:00";"3506 14th ave s,Minneapolis,MN";44.939;-93.255;2;9;"Powderhorn Park";"Powderhorn";6
1644;"Xerxes";"2018-02-24 00:00:00";"4048 14th ave s,Minneapolis,MN";44.929;-93.255;2;8;"Bancroft";"Powderhorn";6
1645;"Xerxes";"2018-02-24 00:00:00";"3744 14th ave S,Minneapolis,MN";44.934;-93.255;2;9;"Powderhorn Park";"Powderhorn";6
1646;"Xerxes";"2018-02-24 00:00:00";"3526 13th ave s ,Minneapolis,MN";44.939;-93.257;2;9;"Powderhorn Park";"Powderhorn";6
1647;"Xerxes";"2018-02-24 00:00:00";"4026 14th ave S,Minneapolis,MN";44.93;-93.255;2;8;"Bancroft";"Powderhorn";6
1648;"Xerxes";"2018-02-24 00:00:00";"3730 14th ave s,Minneapolis,MN";44.935;-93.255;2;9;"Powderhorn Park";"Powderhorn";6
1649;"Xerxes";"2018-02-24 00:00:00";"4316 12th Avenue South,Minneapolis,MN";44.925;-93.258;2;11;"Northrop";"Nokomis";6
1650;"Xerxes";"2018-02-24 00:00:00";"3608 12th av s,Minneapolis,MN";44.937;-93.258;2;9;"Powderhorn Park";"Powderhorn";6
1651;"Xerxes";"2018-02-24 00:00:00";"3604 12th ave s,Minneapolis,MN";44.937;-93.258;2;9;"Powderhorn Park";"Powderhorn";6
1652;"Xerxes";"2018-02-24 00:00:00";"3518 11th ave s ,Minneapolis,MN";44.939;-93.259;2;9;"Powderhorn Park";"Powderhorn";6
1653;"Xerxes";"2018-02-24 00:00:00";"3518 26th Avenue South,Minneapolis,MN";44.939;-93.235;2;9;"Corcoran";"Powderhorn";6
1654;"Xerxes";"2018-02-24 00:00:00";"3410 26th Avenue South,Minneapolis,MN";44.941;-93.235;2;9;"Corcoran";"Powderhorn";6
1655;"Xerxes";"2018-02-24 00:00:00";"3944 11th Avenue South,Minneapolis,MN";44.931;-93.259;2;8;"Bancroft";"Powderhorn";6
1656;"Xerxes";"2018-02-24 00:00:00";"4204 12th ave s,Minneapolis,MN";44.927;-93.258;2;8;"Northrop";"Nokomis";6
1657;"Xerxes";"2018-02-24 00:00:00";"3720 14th ave,Minneapolis,MN";44.935;-93.255;2;9;"Powderhorn Park";"Powderhorn";6
1658;"Xerxes";"2018-02-24 00:00:00";"4410 15TH AVE S,Minneapolis,MN";44.923;-93.254;2;11;"Northrop";"Nokomis";6
1659;"Xerxes";"2018-02-24 00:00:00";"3930 13th ave s,Minneapolis,MN";44.931;-93.256;2;8;"Bancroft";"Powderhorn";6
1660;"Xerxes";"2018-02-24 00:00:00";"4028 11th ave S,Minneapolis,MN";44.93;-93.259;2;8;"Bancroft";"Powderhorn";6
1661;"Xerxes";"2018-02-24 00:00:00";"4862 15TH AVE S,Minneapolis,MN";44.914;-93.254;2;11;"Northrop";"Nokomis";6
1662;"Xerxes";"2018-02-24 00:00:00";"3522 15th av s,Minneapolis,MN";44.939;-93.254;2;9;"Powderhorn Park";"Powderhorn";6
1663;"Xerxes";"2018-02-24 00:00:00";"1522 41St st e,Minneapolis,MN";44.929;-93.253;2;8;"Bancroft";"Powderhorn";6
1664;"Xerxes";"2018-02-24 00:00:00";"3624 10th Avenue South,Minneapolis,MN";44.937;-93.26;2;9;"Powderhorn Park";"Powderhorn";6
1665;"Xerxes";"2018-02-24 00:00:00";"2728 41ST ST E,Minneapolis,MN";44.929;-93.233;2;12;"Standish";"Powderhorn";6
1666;"Xerxes";"2018-02-24 00:00:00";"2712 41ST ST E,Minneapolis,MN";44.929;-93.233;2;12;"Standish";"Powderhorn";6
1667;"Xerxes";"2018-02-24 00:00:00";"4340 Elliot ave,Minneapolis,MN";44.924;-93.262;2;11;"Northrop";"Nokomis";6
1668;"Xerxes";"2018-02-24 00:00:00";"4006 11th av s,Minneapolis,MN";44.93;-93.259;2;8;"Bancroft";"Powderhorn";6
1669;"Xerxes";"2018-02-24 00:00:00";"3324 21st Avenue,Minneapolis,MN";44.942;-93.243;2;9;"Corcoran";"Powderhorn";6
1670;"Xerxes";"2018-02-24 00:00:00";"3632 Elliot ave s ,Minneapolis,MN";44.937;-93.261;2;9;"Powderhorn Park";"Powderhorn";6
1671;"Xerxes";"2018-02-24 00:00:00";"3018 longfellow AVE S,Minneapolis,MN";44.948;-93.246;2;9;"Corcoran";"Powderhorn";6
1672;"Xerxes";"2018-02-24 00:00:00";"3428 19th ave S,Minneapolis,MN";44.94;-93.245;2;9;"Corcoran";"Powderhorn";6
1673;"Xerxes";"2018-02-24 00:00:00";"3418 elliot,Minneapolis,MN";44.941;-93.262;2;9;"Powderhorn Park";"Powderhorn";6
1674;"Xerxes";"2018-02-24 00:00:00";"5152 15TH AVE S,Minneapolis,MN";44.909;-93.254;2;11;"Hale";"Nokomis";6
1675;"Xerxes";"2018-02-24 00:00:00";"5140 15TH AVE S,Minneapolis,MN";44.909;-93.254;2;11;"Hale";"Nokomis";6
1676;"Xerxes";"2018-02-24 00:00:00";"804 40th st e,Minneapolis,MN";44.931;-93.262;2;8;"Bancroft";"Powderhorn";6
1677;"Xerxes";"2018-02-24 00:00:00";"3216 24th Avenue,Minneapolis,MN";44.944;-93.238;2;9;"Corcoran";"Powderhorn";6
1678;"Xerxes";"2018-02-24 00:00:00";"4747 Chicago,Minneapolis,MN";44.916;-93.262;1;11;"Northrop";"Nokomis";6
1679;"Xerxes";"2018-02-24 00:00:00";"3917 CHICAGO AVE S,Minneapolis,MN";44.932;-93.262;1;8;"Bancroft";"Powderhorn";6
1680;"Xerxes";"2018-02-24 00:00:00";"4129 Chicago Ave S,Minneapolis,MN";44.928;-93.262;1;8;"Bancroft";"Powderhorn";6
1681;"Xerxes";"2018-02-24 00:00:00";"3920 Elliot ave s ,Minneapolis,MN";44.932;-93.261;2;8;"Bancroft";"Powderhorn";6
1682;"Xerxes";"2018-02-24 00:00:00";"3112 22nd ave S,Minneapolis,MN";44.946;-93.241;2;9;"Corcoran";"Powderhorn";6
1683;"Xerxes";"2018-02-24 00:00:00";"3144 22nd ave,Minneapolis,MN";44.945;-93.241;2;9;"Corcoran";"Powderhorn";6
1684;"Xerxes";"2018-02-24 00:00:00";"3204 10th av s,Minneapolis,MN";44.945;-93.26;2;9;"Powderhorn Park";"Powderhorn";6
1685;"Xerxes";"2018-02-24 00:00:00";"3604 Eliot ave,Minneapolis,MN";44.938;-93.262;2;9;"Powderhorn Park";"Powderhorn";6
1686;"Xerxes";"2018-02-24 00:00:00";"3206 Elliot ave ,Minneapolis,MN";44.944;-93.261;2;9;"Powderhorn Park";"Powderhorn";6
1687;"Xerxes";"2018-02-24 00:00:00";"3200 24th Avenue South,Minneapolis,MN";44.945;-93.237;2;9;"Corcoran";"Powderhorn";6
1688;"Xerxes";"2018-02-24 00:00:00";"3032 Elliot av s,Minneapolis,MN";44.947;-93.262;2;9;"Powderhorn Park";"Powderhorn";6
1689;"Xerxes";"2018-02-24 00:00:00";"3722 29th Avenue South,Minneapolis,MN";44.935;-93.231;2;12;"Standish";"Powderhorn";6
1690;"Xerxes";"2018-02-24 00:00:00";"3746 29th Avenue South,Minneapolis,MN";44.935;-93.231;2;12;"Standish";"Powderhorn";6
1691;"Xerxes";"2018-02-24 00:00:00";"3138 22nd ave S,Minneapolis,MN";44.945;-93.241;2;9;"Corcoran";"Powderhorn";6
1692;"Xerxes";"2018-02-24 00:00:00";"6021 CHICAGO AVE S,Minneapolis,MN";44.894;-93.263;1;11;"Diamond Lake";"Nokomis";6
1693;"Xerxes";"2018-02-24 00:00:00";"3238 Elliot ave ,Minneapolis,MN";44.944;-93.262;2;9;"Powderhorn Park";"Powderhorn";6
1694;"Xerxes";"2018-02-24 00:00:00";"3142 22nd aVE S,Minneapolis,MN";44.945;-93.241;2;9;"Corcoran";"Powderhorn";6
1695;"Xerxes";"2018-02-25 00:00:00";"3151 14TH AVE S,Minneapolis,MN";44.945;-93.255;3;9;"Powderhorn Park";"Powderhorn";6
1696;"Xerxes";"2018-02-25 00:00:00";"3047 14TH AVE S,Minneapolis,MN";44.947;-93.255;3;9;"Powderhorn Park";"Powderhorn";6
1697;"Xerxes";"2018-02-25 00:00:00";"1309 powderhorn ter,Minneapolis,MN";44.946;-93.255;3;9;"Powderhorn Park";"Powderhorn";6
1698;"Xerxes";"2018-02-25 00:00:00";"3145 elliot,Minneapolis,MN";44.945;-93.261;3;9;"Powderhorn Park";"Powderhorn";6
1699;"Xerxes";"2018-02-25 00:00:00";"3151 elliot,Minneapolis,MN";44.945;-93.261;3;9;"Powderhorn Park";"Powderhorn";6
1700;"Xerxes";"2018-02-25 00:00:00";"3055 18th ave s,Minneapolis,MN";44.947;-93.249;3;9;"Powderhorn Park";"Powderhorn";6
1701;"Xerxes";"2018-02-25 00:00:00";"4117 11TH AVE S,Minneapolis,MN";44.928;-93.258;3;8;"Bancroft";"Powderhorn";6
1702;"Xerxes";"2018-02-25 00:00:00";"3125 21st ave s,Minneapolis,MN";44.946;-93.242;3;9;"Corcoran";"Powderhorn";6
1703;"Xerxes";"2018-02-25 00:00:00";"3045 18TH AVE S,Minneapolis,MN";44.947;-93.249;3;9;"Powderhorn Park";"Powderhorn";6
1704;"Xerxes";"2018-02-25 00:00:00";"3047 18TH AVE S,Minneapolis,MN";44.947;-93.249;3;9;"Powderhorn Park";"Powderhorn";6
1705;"Xerxes";"2018-02-25 00:00:00";"3053 15TH AV S,Minneapolis,MN";44.947;-93.253;3;9;"Powderhorn Park";"Powderhorn";6
1706;"Xerxes";"2018-02-25 00:00:00";"3109 10TH AVE S,Minneapolis,MN";44.946;-93.26;3;9;"Powderhorn Park";"Powderhorn";6
1707;"Xerxes";"2018-02-25 00:00:00";"3131 15TH AVE S,Minneapolis,MN";44.946;-93.253;3;9;"Powderhorn Park";"Powderhorn";6
1708;"Xerxes";"2018-02-25 00:00:00";"1213 powderhorn ter,Minneapolis,MN";44.946;-93.257;3;9;"Powderhorn Park";"Powderhorn";6
1709;"Xerxes";"2018-02-25 00:00:00";"3119 22nd ave,Minneapolis,MN";44.946;-93.24;3;9;"Corcoran";"Powderhorn";6
1710;"Xerxes";"2018-02-25 00:00:00";"3113 21st ave s,Minneapolis,MN";44.946;-93.242;3;9;"Corcoran";"Powderhorn";6
1711;"Xerxes";"2018-02-25 00:00:00";"3019 29th ave s,Minneapolis,MN";44.948;-93.23;2;2;"Longfellow";"Longfellow";6
1712;"Xerxes";"2018-02-25 00:00:00";"809 32ND ST E,Minneapolis,MN";44.945;-93.263;3;9;"Powderhorn Park";"Powderhorn";6
1713;"Xerxes";"2018-02-25 00:00:00";"3125 14th Ave South,Minneapolis,MN";44.946;-93.255;3;9;"Powderhorn Park";"Powderhorn";6
1714;"Xerxes";"2018-02-25 00:00:00";"3059 14TH AVE S,Minneapolis,MN";44.947;-93.255;3;9;"Powderhorn Park";"Powderhorn";6
1715;"Xerxes";"2018-02-25 00:00:00";"3035 30th ave s ,Minneapolis,MN";44.947;-93.228;2;2;"Longfellow";"Longfellow";6
1716;"Xerxes";"2018-02-25 00:00:00";"3407 17th Ave South,Minneapolis,MN";44.941;-93.25;3;9;"Powderhorn Park";"Powderhorn";6
1717;"Xerxes";"2018-02-25 00:00:00";"3653 18TH AVE S,Minneapolis,MN";44.936;-93.248;3;9;"Powderhorn Park";"Powderhorn";6
1718;"Xerxes";"2018-02-25 00:00:00";"1541 34TH ST E,Minneapolis,MN";44.941;-93.252;3;9;"Powderhorn Park";"Powderhorn";6
1719;"Xerxes";"2018-02-25 00:00:00";"3509 smelling ave,Minneapolis,MN";44.939;-93.229;3;12;"Howe";"Longfellow";6
1720;"Xerxes";"2018-02-25 00:00:00";"3443 Snelling Avenue South,Minneapolis,MN";44.94;-93.23;3;12;"Howe";"Longfellow";6
1721;"Xerxes";"2018-02-25 00:00:00";"1845 36th st e,Minneapolis,MN";44.938;-93.246;3;12;"Standish";"Powderhorn";6
1722;"Xerxes";"2018-02-25 00:00:00";"1907 33rd st,Minneapolis,MN";44.943;-93.245;3;9;"Corcoran";"Powderhorn";6
1723;"Xerxes";"2018-02-25 00:00:00";"4311 14th ave s,Minneapolis,MN";44.925;-93.255;3;11;"Northrop";"Nokomis";6
1724;"Xerxes";"2018-02-25 00:00:00";"3941 14th Avenue South,Minneapolis,MN";44.931;-93.255;3;8;"Bancroft";"Powderhorn";6
1725;"Xerxes";"2018-02-25 00:00:00";"4331 13th ave s ,Minneapolis,MN";44.924;-93.256;3;11;"Northrop";"Nokomis";6
1726;"Xerxes";"2018-02-25 00:00:00";"3749 12th ave S,Minneapolis,MN";44.934;-93.257;3;9;"Powderhorn Park";"Powderhorn";6
1727;"Xerxes";"2018-02-25 00:00:00";"4849 14th ave S,Minneapolis,MN";44.915;-93.255;3;11;"Northrop";"Nokomis";6
1728;"Xerxes";"2018-02-25 00:00:00";"3837 12TH AVE S,Minneapolis,MN";44.933;-93.257;3;8;"Bancroft";"Powderhorn";6
1729;"Xerxes";"2018-02-25 00:00:00";"3709 12TH AVE S,Minneapolis,MN";44.936;-93.257;3;9;"Powderhorn Park";"Powderhorn";6
1730;"Xerxes";"2018-02-25 00:00:00";"1503 40th Street East,Minneapolis,MN";44.93;-93.254;3;8;"Bancroft";"Powderhorn";6
1731;"Xerxes";"2018-02-25 00:00:00";"3431 15th ave s ,Minneapolis,MN";44.94;-93.253;3;9;"Powderhorn Park";"Powderhorn";6
1732;"Xerxes";"2018-02-25 00:00:00";"3429 15th ave s,Minneapolis,MN";44.94;-93.253;3;9;"Powderhorn Park";"Powderhorn";6
1733;"Xerxes";"2018-02-25 00:00:00";"1419 40th Street E,Minneapolis,MN";44.93;-93.254;3;8;"Bancroft";"Powderhorn";6
1734;"Xerxes";"2018-02-25 00:00:00";"1427 40th Street,Minneapolis,MN";44.93;-93.254;3;8;"Bancroft";"Powderhorn";6
1735;"Xerxes";"2018-02-25 00:00:00";"1805 39th Street East,Minneapolis,MN";44.932;-93.248;3;8;"Bancroft";"Powderhorn";6
1736;"Xerxes";"2018-02-25 00:00:00";"4301 11th ave s,Minneapolis,MN";44.925;-93.258;3;11;"Northrop";"Nokomis";6
1737;"Xerxes";"2018-02-25 00:00:00";"3549 11th ave s,Minneapolis,MN";44.938;-93.259;3;9;"Powderhorn Park";"Powderhorn";6
1738;"Xerxes";"2018-02-25 00:00:00";"1413 40TH ST E,Minneapolis,MN";44.93;-93.254;3;8;"Bancroft";"Powderhorn";6
1739;"Xerxes";"2018-02-25 00:00:00";"3143 15th ave ,Minneapolis,MN";44.945;-93.253;3;9;"Powderhorn Park";"Powderhorn";6
1740;"Xerxes";"2018-02-25 00:00:00";"1405 40TH ST E,Minneapolis,MN";44.93;-93.255;3;8;"Bancroft";"Powderhorn";6
1741;"Xerxes";"2018-02-25 00:00:00";"3129 15th av s,Minneapolis,MN";44.946;-93.254;3;9;"Powderhorn Park";"Powderhorn";6
1742;"Xerxes";"2018-02-25 00:00:00";"3755 elliot,Minneapolis,MN";44.934;-93.261;3;9;"Powderhorn Park";"Powderhorn";6
1743;"Xerxes";"2018-02-25 00:00:00";"4037 11th ave,Minneapolis,MN";44.929;-93.258;3;8;"Bancroft";"Powderhorn";6
1744;"Xerxes";"2018-02-25 00:00:00";"4149 23rd ave s,Minneapolis,MN";44.927;-93.238;3;12;"Standish";"Powderhorn";6
1745;"Xerxes";"2018-02-25 00:00:00";"1109 37th Street East,Minneapolis,MN";44.936;-93.258;3;9;"Powderhorn Park";"Powderhorn";6
1746;"Xerxes";"2018-02-25 00:00:00";"3421 15th ave s,Minneapolis,MN";44.941;-93.253;3;9;"Powderhorn Park";"Powderhorn";6
1747;"Xerxes";"2018-02-25 00:00:00";"1533 37th st e,Minneapolis,MN";44.936;-93.252;3;9;"Powderhorn Park";"Powderhorn";6
1748;"Xerxes";"2018-02-25 00:00:00";"3217 10th av s,Minneapolis,MN";44.943;-93.26;3;9;"Powderhorn Park";"Powderhorn";6
1749;"Xerxes";"2018-02-25 00:00:00";"3133 ELLIOT AVE,Minneapolis,MN";44.946;-93.261;3;9;"Powderhorn Park";"Powderhorn";6
1750;"Xerxes";"2018-02-25 00:00:00";"3547 22nd ave s ,Minneapolis,MN";44.938;-93.24;3;9;"Corcoran";"Powderhorn";6
1751;"Xerxes";"2018-02-25 00:00:00";"3145 15TH AVE S,Minneapolis,MN";44.945;-93.254;3;9;"Powderhorn Park";"Powderhorn";6
1752;"Xerxes";"2018-02-25 00:00:00";"3111 15th ave S,Minneapolis,MN";44.946;-93.254;3;9;"Powderhorn Park";"Powderhorn";6
1753;"Xerxes";"2018-02-25 00:00:00";"3227 10th ave S,Minneapolis,MN";44.943;-93.26;3;9;"Powderhorn Park";"Powderhorn";6
1754;"Xerxes";"2018-02-25 00:00:00";"3310 10th ave s,Minneapolis,MN";44.943;-93.26;3;9;"Powderhorn Park";"Powderhorn";6
1755;"Xerxes";"2018-02-25 00:00:00";"3127 10th Avenue South,Minneapolis,MN";44.946;-93.26;3;9;"Powderhorn Park";"Powderhorn";6
1756;"Xerxes";"2018-02-25 00:00:00";"3029 11th ave s,Minneapolis,MN";44.947;-93.259;3;9;"Powderhorn Park";"Powderhorn";6
1757;"Xerxes";"2018-02-25 00:00:00";"3045 11th av s,Minneapolis,MN";44.947;-93.259;2;9;"Powderhorn Park";"Powderhorn";6
1758;"Xerxes";"2018-02-25 00:00:00";"3211 24TH AVE S,Minneapolis,MN";44.944;-93.237;2;9;"Corcoran";"Powderhorn";6
1759;"Xerxes";"2018-02-25 00:00:00";"3147 14th ave ,Minneapolis,MN";44.945;-93.255;2;9;"Powderhorn Park";"Powderhorn";6
1760;"Xerxes";"2018-02-25 00:00:00";"3149 10th ave,Minneapolis,MN";44.945;-93.26;2;9;"Powderhorn Park";"Powderhorn";6
1761;"Xerxes";"2018-02-25 00:00:00";"3111 10th ave,Minneapolis,MN";44.946;-93.26;2;9;"Powderhorn Park";"Powderhorn";6
1762;"Xerxes";"2018-02-25 00:00:00";"3011 17th ave s,Minneapolis,MN";44.948;-93.25;2;9;"Powderhorn Park";"Powderhorn";6
1763;"Xerxes";"2018-02-25 00:00:00";"1545 34th Street East,Minneapolis,MN";44.941;-93.252;2;9;"Powderhorn Park";"Powderhorn";6
1764;"Xerxes";"2018-02-25 00:00:00";"3237 Elliot Ave South,Minneapolis,MN";44.944;-93.261;2;9;"Powderhorn Park";"Powderhorn";6
1765;"Xerxes";"2018-02-25 00:00:00";"3225 14th ave s,Minneapolis,MN";44.944;-93.255;2;9;"Powderhorn Park";"Powderhorn";6
1766;"Xerxes";"2018-02-23 00:00:00";"3140 Chicago ,Minneapolis,MN";44.945;-93.263;1;9;"Central";"Powderhorn";5
1767;"Xerxes";"2018-02-23 00:00:00";"4500 block of 4th Ave South,Minneapolis,MN";44.921;-93.27;1;8;"Regina";"Nokomis";5
1768;"Xerxes";"2018-02-23 00:00:00";"4400 Block of 4th Ave South,Minneapolis,MN";44.923;-93.27;1;8;"Regina";"Nokomis";5
1769;"Xerxes";"2018-02-23 00:00:00";"4500 block 4th ave s,Minneapolis,MN";44.921;-93.27;1;8;"Regina";"Nokomis";5
1770;"Xerxes";"2018-02-23 00:00:00";"49th St & 4th Avenue,Minneapolis,MN";44.914;-93.27;1;8;"Field";"Nokomis";5
1771;"Xerxes";"2018-02-23 00:00:00";"3416 CHICAGO AVE S,Minneapolis,MN";44.941;-93.263;1;9;"Central";"Powderhorn";5
1772;"Xerxes";"2018-02-23 00:00:00";"4400 4TH AVE S,Minneapolis,MN";44.923;-93.271;1;8;"Regina";"Nokomis";5
1773;"Xerxes";"2018-02-23 00:00:00";"3544 CHICAGO AVE S,Minneapolis,MN";44.938;-93.263;1;9;"Central";"Powderhorn";5
1774;"Xerxes";"2018-02-23 00:00:00";"3516 Chicago Ave S,Minneapolis,MN";44.939;-93.263;1;9;"Central";"Powderhorn";5
1775;"Xerxes";"2018-02-23 00:00:00";"4000 4TH AVE S,Minneapolis,MN";44.93;-93.27;1;8;"Bryant";"Powderhorn";5
1776;"Xerxes";"2018-02-23 00:00:00";"4300 4TH AVE S,Minneapolis,MN";44.924;-93.27;1;8;"Regina";"Nokomis";5
1777;"Xerxes";"2018-02-23 00:00:00";"4000 4TH AVE S,Minneapolis,MN";44.93;-93.27;1;8;"Bryant";"Powderhorn";5
1778;"Xerxes";"2018-02-23 00:00:00";"3838 Chicago Avenue,Minneapolis,MN";44.933;-93.262;1;8;"Bryant";"Powderhorn";5
1779;"Xerxes";"2018-02-23 00:00:00";"4000 4TH AVE S,Minneapolis,MN";44.93;-93.27;1;8;"Bryant";"Powderhorn";5
1780;"Xerxes";"2018-02-23 00:00:00";"4000 4TH AVE S,Minneapolis,MN";44.93;-93.27;1;8;"Bryant";"Powderhorn";5
1781;"Xerxes";"2018-02-23 00:00:00";"3400 block of 4 AV s,Minneapolis,MN";44.941;-93.27;1;9;"Central";"Powderhorn";5
1782;"Xerxes";"2018-02-23 00:00:00";"3824 CHICAGO AVE S,Minneapolis,MN";44.933;-93.263;1;8;"Bryant";"Powderhorn";5
1783;"Xerxes";"2018-02-23 00:00:00";"3700 4TH AVE S,Minneapolis,MN";44.936;-93.27;1;8;"Central";"Powderhorn";5
1784;"Xerxes";"2018-02-23 00:00:00";"3400 4th ave s,Minneapolis,MN";44.941;-93.27;1;9;"Central";"Powderhorn";5
1785;"Xerxes";"2018-02-23 00:00:00";"4204 Chicago,Minneapolis,MN";44.927;-93.263;1;8;"Regina";"Nokomis";5
